root(nselect:0) 	 	 Verbo(nselect:0)
{political unit, political entity}(nselect:0) 	 	 {revolutionary group}(nselect:0)
{political unit, political entity}(nselect:0) 	 	 {lobby, pressure group, third house}(nselect:0)
{political unit, political entity}(nselect:0) 	 	 {state, nation, country, land, commonwealth, res publica, body politic}(nselect:20)
{state, nation, country, land, commonwealth, res publica, body politic}(nselect:20) 	 	 {commonwealth country}(nselect:0)
{state, nation, country, land, commonwealth, res publica, body politic}(nselect:20) 	 	 {developing country}(nselect:0)
{state, nation, country, land, commonwealth, res publica, body politic}(nselect:20) 	 	 {Dominion}(nselect:0)
{state, nation, country, land, commonwealth, res publica, body politic}(nselect:20) 	 	 {foreign country}(nselect:0)
{state, nation, country, land, commonwealth, res publica, body politic}(nselect:20) 	 	 {Reich}(nselect:0)
{state, nation, country, land, commonwealth, res publica, body politic}(nselect:20) 	 	 {rogue state, renegade state, rogue nation}(nselect:0)
{state, nation, country, land, commonwealth, res publica, body politic}(nselect:20) 	 	 {suzerain}(nselect:0)
{state, nation, country, land, commonwealth, res publica, body politic}(nselect:20) 	 	 {sea power}(nselect:0)
{state, nation, country, land, commonwealth, res publica, body politic}(nselect:20) 	 	 {world power, major power, great power, power, superpower}(nselect:0)
{state, nation, country, land, commonwealth, res publica, body politic}(nselect:20) 	 	 {city state, city-state}(nselect:0)
{state, nation, country, land, commonwealth, res publica, body politic}(nselect:20) 	 	 {ally}(nselect:0)
{unit, social unit}(nselect:0) 	 	 {side}(nselect:0)
{unit, social unit}(nselect:0) 	 	 {working group, working party}(nselect:0)
{unit, social unit}(nselect:0) 	 	 {team, squad}(nselect:68)
{team, squad}(nselect:68) 	 	 {A-team}(nselect:0)
{team, squad}(nselect:68) 	 	 {battery}(nselect:0)
{team, squad}(nselect:68) 	 	 {flying squad}(nselect:0)
{team, squad}(nselect:68) 	 	 {major-league team, major-league club}(nselect:0)
{team, squad}(nselect:68) 	 	 {minor-league team, minor-league club}(nselect:0)
{team, squad}(nselect:68) 	 	 {baseball team}(nselect:0)
{team, squad}(nselect:68) 	 	 {basketball team, five}(nselect:0)
{team, squad}(nselect:68) 	 	 {football team, eleven}(nselect:0)
{team, squad}(nselect:68) 	 	 {hockey team}(nselect:0)
{team, squad}(nselect:68) 	 	 {junior varsity, JV}(nselect:0)
{team, squad}(nselect:68) 	 	 {varsity, first team}(nselect:0)
{team, squad}(nselect:68) 	 	 {second string}(nselect:0)
{team, squad}(nselect:68) 	 	 {police squad, squad}(nselect:0)
{team, squad}(nselect:68) 	 	 {powerhouse}(nselect:0)
{team, squad}(nselect:68) 	 	 {offense, offence}(nselect:0)
{team, squad}(nselect:68) 	 	 {defense, defence, defending team}(nselect:4)
{team, squad}(nselect:68) 	 	 {hit squad}(nselect:0)
{team, squad}(nselect:68) 	 	 {section}(nselect:0)
{team, squad}(nselect:68) 	 	 {little-league team}(nselect:0)
{team, squad}(nselect:68) 	 	 {crew}(nselect:0)
{organization, organisation}(nselect:13) 	 	 {Peace Corps}(nselect:0)
{organization, organisation}(nselect:13) 	 	 {force, personnel}(nselect:0)
{force, personnel}(nselect:0) 	 	 {guerrilla force, guerilla force}(nselect:5)
{force, personnel}(nselect:0) 	 	 {military service, armed service, service}(nselect:0)
{military service, armed service, service}(nselect:0) 	 	 {navy, naval forces}(nselect:0)
{military service, armed service, service}(nselect:0) 	 	 {coastguard}(nselect:0)
{military service, armed service, service}(nselect:0) 	 	 {Marines}(nselect:0)
{military service, armed service, service}(nselect:0) 	 	 {air force, airforce}(nselect:0)
{military service, armed service, service}(nselect:0) 	 	 {army, regular army, ground forces}(nselect:7)
{army, regular army, ground forces}(nselect:7) 	 	 {host, legion}(nselect:0)
{army, regular army, ground forces}(nselect:7) 	 	 {standing army}(nselect:0)
{army, regular army, ground forces}(nselect:7) 	 	 {Union Army}(nselect:0)
{army, regular army, ground forces}(nselect:7) 	 	 {Confederate Army, Army of the Confederacy}(nselect:0)
{army, regular army, ground forces}(nselect:7) 	 	 {Continental Army}(nselect:0)
{force, personnel}(nselect:0) 	 	 {military, armed forces, armed services, military machine, war machine}(nselect:0)
{force, personnel}(nselect:0) 	 	 {paramilitary, paramilitary force, paramilitary unit, paramilitary organization, paramilitary organisation}(nselect:0)
{force, personnel}(nselect:0) 	 	 {security force, private security force}(nselect:0)
{force, personnel}(nselect:0) 	 	 {military police, MP}(nselect:0)
{force, personnel}(nselect:0) 	 	 {work force, workforce, manpower, hands, men}(nselect:0)
{force, personnel}(nselect:0) 	 	 {patrol}(nselect:0)
{force, personnel}(nselect:0) 	 	 {military personnel, soldiery, troops}(nselect:0)
{force, personnel}(nselect:0) 	 	 {rank and file, rank}(nselect:0)
{force, personnel}(nselect:0) 	 	 {staff}(nselect:0)
{force, personnel}(nselect:0) 	 	 {line personnel}(nselect:0)
{force, personnel}(nselect:0) 	 	 {management personnel}(nselect:0)
{force, personnel}(nselect:0) 	 	 {police, police force, constabulary, law}(nselect:44)
{police, police force, constabulary, law}(nselect:44) 	 	 {Europol, European Law Enforcement Organisation}(nselect:0)
{police, police force, constabulary, law}(nselect:44) 	 	 {gendarmerie, gendarmery}(nselect:0)
{police, police force, constabulary, law}(nselect:44) 	 	 {Mutawa'een, Mutawa}(nselect:0)
{police, police force, constabulary, law}(nselect:44) 	 	 {Royal Canadian Mounted Police, RCMP, Mounties}(nselect:0)
{police, police force, constabulary, law}(nselect:44) 	 	 {Scotland Yard, New Scotland Yard}(nselect:0)
{police, police force, constabulary, law}(nselect:44) 	 	 {secret police}(nselect:0)
{police, police force, constabulary, law}(nselect:44) 	 	 {Schutzstaffel, SS}(nselect:0)
{police, police force, constabulary, law}(nselect:44) 	 	 {posse, posse comitatus}(nselect:0)
{organization, organisation}(nselect:13) 	 	 {union, labor union, trade union, trades union, brotherhood}(nselect:0)
{organization, organisation}(nselect:13) 	 	 {musical organization, musical organisation, musical group}(nselect:0)
{organization, organisation}(nselect:13) 	 	 {machine, political machine}(nselect:0)
{organization, organisation}(nselect:13) 	 	 {machine}(nselect:0)
{organization, organisation}(nselect:13) 	 	 {professional organization, professional organisation}(nselect:0)
{organization, organisation}(nselect:13) 	 	 {alliance, coalition, alignment, alinement}(nselect:0)
{organization, organisation}(nselect:13) 	 	 {federation}(nselect:0)
{organization, organisation}(nselect:13) 	 	 {hierarchy, power structure, pecking order}(nselect:0)
{organization, organisation}(nselect:13) 	 	 {deputation, commission, delegation, delegacy, mission}(nselect:0)
{organization, organisation}(nselect:13) 	 	 {Girl Scouts}(nselect:0)
{organization, organisation}(nselect:13) 	 	 {blue}(nselect:0)
{organization, organisation}(nselect:13) 	 	 {grey, gray}(nselect:0)
{organization, organisation}(nselect:13) 	 	 {host}(nselect:0)
{organization, organisation}(nselect:13) 	 	 {pool}(nselect:0)
{organization, organisation}(nselect:13) 	 	 {party, political party}(nselect:16)
{party, political party}(nselect:16) 	 	 {American Labor Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {American Party, Know-Nothing Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Anti-Masonic Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Black Panthers}(nselect:0)
{party, political party}(nselect:16) 	 	 {Communist Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Conservative Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Constitutional Union Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Democratic Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Democratic-Republican Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Farmer-Labor Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Federalist Party, American Federalist Party, Federal Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Free Soil Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Gironde}(nselect:0)
{party, political party}(nselect:16) 	 	 {Green Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Greenback Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Kuomintang, Guomindang}(nselect:0)
{party, political party}(nselect:16) 	 	 {labor party, labour party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Liberal Democrat Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Liberal Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Liberty Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Militant Tendency}(nselect:0)
{party, political party}(nselect:16) 	 	 {National Socialist German Workers' Party, Nazi Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {People's Party, Populist Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Progressive Party, Bull Moose Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Prohibition Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Republican Party, GOP}(nselect:0)
{party, political party}(nselect:16) 	 	 {Social Democratic Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Socialist Labor Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Socialist Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {States' Rights Democratic Party, Dixiecrats}(nselect:0)
{party, political party}(nselect:16) 	 	 {war party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Whig Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {third party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Opposition}(nselect:3)
{social group}(nselect:0) 	 	 {body}(nselect:0)
{body}(nselect:0) 	 	 {public}(nselect:0)
{body}(nselect:0) 	 	 {Christendom, Christianity}(nselect:0)
{body}(nselect:0) 	 	 {church}(nselect:0)
{body}(nselect:0) 	 	 {Sacred College, College of Cardinals}(nselect:0)
{body}(nselect:0) 	 	 {administration, governance, governing body, establishment, brass, organization, organisation}(nselect:0)
{administration, governance, governing body, establishment, brass, organization, organisation}(nselect:0) 	 	 {Curia}(nselect:0)
{administration, governance, governing body, establishment, brass, organization, organisation}(nselect:0) 	 	 {top brass}(nselect:0)
{administration, governance, governing body, establishment, brass, organization, organisation}(nselect:0) 	 	 {executive}(nselect:0)
{administration, governance, governing body, establishment, brass, organization, organisation}(nselect:0) 	 	 {county council}(nselect:0)
{administration, governance, governing body, establishment, brass, organization, organisation}(nselect:0) 	 	 {government officials, officialdom}(nselect:0)
{administration, governance, governing body, establishment, brass, organization, organisation}(nselect:0) 	 	 {management}(nselect:0)
{administration, governance, governing body, establishment, brass, organization, organisation}(nselect:0) 	 	 {judiciary, bench}(nselect:5)
{body}(nselect:0) 	 	 {corps}(nselect:0)
{body}(nselect:0) 	 	 {constituency}(nselect:0)
{body}(nselect:0) 	 	 {electoral college}(nselect:0)
{body}(nselect:0) 	 	 {college}(nselect:0)
{body}(nselect:0) 	 	 {university}(nselect:0)
{body}(nselect:0) 	 	 {staff, faculty}(nselect:0)
{body}(nselect:0) 	 	 {representation}(nselect:0)
{body}(nselect:0) 	 	 {colony, settlement}(nselect:0)
{body}(nselect:0) 	 	 {ulema, ulama}(nselect:0)
{body}(nselect:0) 	 	 {leadership, leaders}(nselect:0)
{body}(nselect:0) 	 	 {militia}(nselect:0)
{body}(nselect:0) 	 	 {membership, rank}(nselect:0)
{body}(nselect:0) 	 	 {occupational group, vocation}(nselect:0)
{body}(nselect:0) 	 	 {opposition}(nselect:4)
{opposition}(nselect:4) 	 	 {Iraqi National Congress, INC}(nselect:0)
{body}(nselect:0) 	 	 {immigration}(nselect:0)
{body}(nselect:0) 	 	 {inspectorate}(nselect:0)
{body}(nselect:0) 	 	 {jury}(nselect:0)
{body}(nselect:0) 	 	 {panel}(nselect:0)
{body}(nselect:0) 	 	 {panel, venire}(nselect:0)
{body}(nselect:0) 	 	 {registration, enrollment}(nselect:0)
{body}(nselect:0) 	 	 {vote}(nselect:0)
{body}(nselect:0) 	 	 {diaspora}(nselect:0)
{body}(nselect:0) 	 	 {school}(nselect:4)
{school}(nselect:4) 	 	 {Ashcan School, Eight}(nselect:0)
{school}(nselect:4) 	 	 {deconstructivism}(nselect:0)
{school}(nselect:4) 	 	 {historical school}(nselect:0)
{school}(nselect:4) 	 	 {pointillism}(nselect:0)
{school}(nselect:4) 	 	 {art nouveau}(nselect:0)
{school}(nselect:4) 	 	 {lake poets}(nselect:0)
{school}(nselect:4) 	 	 {secession, sezession}(nselect:0)
{social group}(nselect:0) 	 	 {kin, kin group, kinship group, kindred, clan, tribe}(nselect:0)
{kin, kin group, kinship group, kindred, clan, tribe}(nselect:0) 	 	 {mishpocha, mishpachah}(nselect:0)
{kin, kin group, kinship group, kindred, clan, tribe}(nselect:0) 	 	 {folks}(nselect:0)
{kin, kin group, kinship group, kindred, clan, tribe}(nselect:0) 	 	 {genealogy, family tree}(nselect:0)
{kin, kin group, kinship group, kindred, clan, tribe}(nselect:0) 	 	 {totem}(nselect:0)
{kin, kin group, kinship group, kindred, clan, tribe}(nselect:0) 	 	 {Tribes of Israel, Twelve Tribes of Israel}(nselect:0)
{kin, kin group, kinship group, kindred, clan, tribe}(nselect:0) 	 	 {family, family unit}(nselect:4)
{family, family unit}(nselect:4) 	 	 {couple, mates, match}(nselect:0)
{family, family unit}(nselect:4) 	 	 {marriage, married couple, man and wife}(nselect:0)
{social group}(nselect:0) 	 	 {gathering, assemblage}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {meeting, group meeting}(nselect:26)
{meeting, group meeting}(nselect:26) 	 	 {board meeting, committee meeting}(nselect:0)
{meeting, group meeting}(nselect:26) 	 	 {camp meeting}(nselect:0)
{meeting, group meeting}(nselect:26) 	 	 {caucus}(nselect:0)
{meeting, group meeting}(nselect:26) 	 	 {conclave}(nselect:0)
{meeting, group meeting}(nselect:26) 	 	 {congress}(nselect:0)
{meeting, group meeting}(nselect:26) 	 	 {convention}(nselect:0)
{meeting, group meeting}(nselect:26) 	 	 {council}(nselect:4)
{council}(nselect:4) 	 	 {indaba}(nselect:0)
{council}(nselect:4) 	 	 {Jirga}(nselect:0)
{council}(nselect:4) 	 	 {powwow}(nselect:0)
{council}(nselect:4) 	 	 {synod}(nselect:0)
{meeting, group meeting}(nselect:26) 	 	 {forum}(nselect:0)
{meeting, group meeting}(nselect:26) 	 	 {plenum}(nselect:0)
{meeting, group meeting}(nselect:26) 	 	 {psychotherapy group}(nselect:0)
{meeting, group meeting}(nselect:26) 	 	 {stockholders meeting}(nselect:0)
{meeting, group meeting}(nselect:26) 	 	 {summit, summit meeting}(nselect:0)
{meeting, group meeting}(nselect:26) 	 	 {town meeting}(nselect:0)
{meeting, group meeting}(nselect:26) 	 	 {conference}(nselect:3)
{conference}(nselect:3) 	 	 {symposium}(nselect:0)
{conference}(nselect:3) 	 	 {seminar}(nselect:0)
{conference}(nselect:3) 	 	 {colloquium}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {building}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {carload}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {contingent}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {floor}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {pair}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {room}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {trio, threesome, triad, trinity}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {turnout}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {quartet, quartette, foursome}(nselect:5)
{quartet, quartette, foursome}(nselect:5) 	 	 {quadrumvirate}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {quintet, quintette, fivesome}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {sextet, sextette, sixsome}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {septet, septette, sevensome}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {octet, octette, eightsome}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {assembly}(nselect:0)
{assembly}(nselect:0) 	 	 {legislature, legislative assembly, legislative body, general assembly, law-makers}(nselect:0)
{assembly}(nselect:0) 	 	 {Areopagus}(nselect:0)
{assembly}(nselect:0) 	 	 {States General}(nselect:0)
{assembly}(nselect:0) 	 	 {chapter}(nselect:0)
{assembly}(nselect:0) 	 	 {deliberative assembly}(nselect:0)
{assembly}(nselect:0) 	 	 {council}(nselect:0)
{assembly}(nselect:0) 	 	 {chamber}(nselect:0)
{assembly}(nselect:0) 	 	 {Bench}(nselect:0)
{assembly}(nselect:0) 	 	 {coven}(nselect:0)
{assembly}(nselect:0) 	 	 {sabbat, witches' Sabbath}(nselect:0)
{assembly}(nselect:0) 	 	 {court, tribunal, judicature}(nselect:4)
{court, tribunal, judicature}(nselect:4) 	 	 {court, lawcourt, court of law, court of justice}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {International Court of Justice, World Court}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {appellate court, appeals court, court of appeals}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {assizes, court of assize, court of assize and nisi prius}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {chancery, court of chancery}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {consistory}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {criminal court}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {divorce court}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {family court, domestic relations court, court of domestic relations}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {federal court}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {Foreign Intelligence Surveillance Court, F.I.S.C.}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {inferior court, lower court}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {Inquisition}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {juvenile court}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {kangaroo court}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {military court}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {moot court}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {police court}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {probate court}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {quarter sessions}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {Rota}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {Star Chamber}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {superior court}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {supreme court, state supreme court, high court}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {traffic court}(nselect:0)
{court, tribunal, judicature}(nselect:4) 	 	 {trial court}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {crowd}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {multitude, throng, concourse}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {audience}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {community}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {municipality}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {cast, cast of characters, dramatis personae}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {class, form, grade, course}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {class, year}(nselect:2)
{class, year}(nselect:2) 	 	 {graduating class}(nselect:0)
{class, year}(nselect:2) 	 	 {senior class}(nselect:0)
{class, year}(nselect:2) 	 	 {junior class}(nselect:0)
{class, year}(nselect:2) 	 	 {sophomore class}(nselect:0)
{class, year}(nselect:2) 	 	 {freshman class}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {social gathering, social affair}(nselect:0)
{social gathering, social affair}(nselect:0) 	 	 {bee}(nselect:0)
{social gathering, social affair}(nselect:0) 	 	 {love feast}(nselect:0)
{social gathering, social affair}(nselect:0) 	 	 {company}(nselect:0)
{social gathering, social affair}(nselect:0) 	 	 {function}(nselect:0)
{social gathering, social affair}(nselect:0) 	 	 {supper}(nselect:0)
{social gathering, social affair}(nselect:0) 	 	 {meeting, get together}(nselect:0)
{social gathering, social affair}(nselect:0) 	 	 {party}(nselect:1)
{party}(nselect:1) 	 	 {shindig, shindy}(nselect:0)
{party}(nselect:1) 	 	 {dance}(nselect:0)
{party}(nselect:1) 	 	 {masquerade, masquerade party, masque, mask}(nselect:0)
{party}(nselect:1) 	 	 {dinner, dinner party}(nselect:0)
{party}(nselect:1) 	 	 {reception}(nselect:0)
{party}(nselect:1) 	 	 {open house}(nselect:0)
{party}(nselect:1) 	 	 {housewarming}(nselect:0)
{party}(nselect:1) 	 	 {soiree}(nselect:0)
{party}(nselect:1) 	 	 {garden party, lawn party, fete champetre}(nselect:0)
{party}(nselect:1) 	 	 {shower}(nselect:0)
{party}(nselect:1) 	 	 {stag party, smoker}(nselect:0)
{party}(nselect:1) 	 	 {hen party}(nselect:0)
{party}(nselect:1) 	 	 {slumber party}(nselect:0)
{party}(nselect:1) 	 	 {sociable, social, mixer}(nselect:0)
{party}(nselect:1) 	 	 {wedding, wedding party}(nselect:0)
{party}(nselect:1) 	 	 {reunion}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {crowd, crew, gang, bunch}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {covey}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {quorum}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {rally, mass meeting}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {commune}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {convocation}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {fair}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {bevy}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {cortege, retinue, suite, entourage}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {camp}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {muster}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {rap group}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {rave-up}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {table}(nselect:0)
{gathering, assemblage}(nselect:0) 	 	 {wine tasting}(nselect:0)
{social group}(nselect:0) 	 	 {society}(nselect:0)
{social group}(nselect:0) 	 	 {minority}(nselect:0)
{social group}(nselect:0) 	 	 {sector}(nselect:0)
{social group}(nselect:0) 	 	 {interest, interest group}(nselect:0)
{social group}(nselect:0) 	 	 {kith}(nselect:0)
{social group}(nselect:0) 	 	 {fringe}(nselect:0)
{social group}(nselect:0) 	 	 {congregation, fold, faithful}(nselect:0)
{social group}(nselect:0) 	 	 {phylum}(nselect:0)
{social group}(nselect:0) 	 	 {force}(nselect:0)
{social group}(nselect:0) 	 	 {platoon}(nselect:0)
{social group}(nselect:0) 	 	 {revolving door}(nselect:0)
{social group}(nselect:0) 	 	 {set, circle, band, lot}(nselect:0)
{set, circle, band, lot}(nselect:0) 	 	 {clique, coterie, ingroup, inner circle, pack, camp}(nselect:0)
{clique, coterie, ingroup, inner circle, pack, camp}(nselect:0) 	 	 {Bloomsbury Group}(nselect:0)
{clique, coterie, ingroup, inner circle, pack, camp}(nselect:0) 	 	 {bohemia}(nselect:0)
{clique, coterie, ingroup, inner circle, pack, camp}(nselect:0) 	 	 {kitchen cabinet, brain trust}(nselect:0)
{clique, coterie, ingroup, inner circle, pack, camp}(nselect:0) 	 	 {loop}(nselect:0)
{clique, coterie, ingroup, inner circle, pack, camp}(nselect:0) 	 	 {cabal, faction, junto, camarilla}(nselect:0)
{clique, coterie, ingroup, inner circle, pack, camp}(nselect:0) 	 	 {military junta, junta}(nselect:0)
{clique, coterie, ingroup, inner circle, pack, camp}(nselect:0) 	 	 {faction, sect}(nselect:0)
{clique, coterie, ingroup, inner circle, pack, camp}(nselect:0) 	 	 {galere, rogue's gallery}(nselect:0)
{clique, coterie, ingroup, inner circle, pack, camp}(nselect:0) 	 	 {hard core}(nselect:0)
{clique, coterie, ingroup, inner circle, pack, camp}(nselect:0) 	 	 {mafia, maffia}(nselect:4)
{social group}(nselect:0) 	 	 {organized crime, gangland, gangdom}(nselect:0)
{social group}(nselect:0) 	 	 {subculture}(nselect:0)
{social group}(nselect:0) 	 	 {nonalignment, nonalinement}(nselect:0)
{social group}(nselect:0) 	 	 {political system, form of government}(nselect:0)
{social group}(nselect:0) 	 	 {moiety}(nselect:0)
{social group}(nselect:0) 	 	 {tribe, folk}(nselect:0)
{social group}(nselect:0) 	 	 {movement, social movement, front}(nselect:0)
{social group}(nselect:0) 	 	 {Jewry}(nselect:0)
{social group}(nselect:0) 	 	 {wing}(nselect:0)
{group, grouping}(nselect:4) 	 	 {world, human race, humanity, humankind, human beings, humans, mankind, man}(nselect:2)
{group, grouping}(nselect:4) 	 	 {arrangement}(nselect:0)
{arrangement}(nselect:0) 	 	 {formation}(nselect:0)
{formation}(nselect:0) 	 	 {military formation}(nselect:0)
{formation}(nselect:0) 	 	 {backfield}(nselect:0)
{formation}(nselect:0) 	 	 {secondary}(nselect:0)
{formation}(nselect:0) 	 	 {line}(nselect:4)
{line}(nselect:4) 	 	 {diagonal}(nselect:0)
{line}(nselect:4) 	 	 {file, single file, Indian file}(nselect:0)
{line}(nselect:4) 	 	 {line of march}(nselect:0)
{line}(nselect:4) 	 	 {line of succession}(nselect:0)
{line}(nselect:4) 	 	 {picket line}(nselect:0)
{line}(nselect:4) 	 	 {conga line}(nselect:0)
{line}(nselect:4) 	 	 {trap line}(nselect:0)
{line}(nselect:4) 	 	 {queue, waiting line}(nselect:0)
{formation}(nselect:0) 	 	 {line}(nselect:0)
{formation}(nselect:0) 	 	 {center}(nselect:0)
{formation}(nselect:0) 	 	 {flank, wing}(nselect:0)
{formation}(nselect:0) 	 	 {head}(nselect:0)
{formation}(nselect:0) 	 	 {rear}(nselect:0)
{formation}(nselect:0) 	 	 {flight}(nselect:1)
{group, grouping}(nselect:4) 	 	 {straggle}(nselect:0)
{group, grouping}(nselect:4) 	 	 {kingdom}(nselect:0)
{group, grouping}(nselect:4) 	 	 {biological group}(nselect:0)
{group, grouping}(nselect:4) 	 	 {community, biotic community}(nselect:0)
{group, grouping}(nselect:4) 	 	 {people}(nselect:9)
{people}(nselect:9) 	 	 {peoples}(nselect:0)
{people}(nselect:9) 	 	 {age group, age bracket, cohort}(nselect:0)
{people}(nselect:9) 	 	 {ancients}(nselect:0)
{people}(nselect:9) 	 	 {baffled}(nselect:0)
{people}(nselect:9) 	 	 {blind}(nselect:0)
{people}(nselect:9) 	 	 {blood}(nselect:0)
{people}(nselect:9) 	 	 {brave}(nselect:0)
{people}(nselect:9) 	 	 {timid, cautious}(nselect:0)
{people}(nselect:9) 	 	 {business people, businesspeople}(nselect:0)
{people}(nselect:9) 	 	 {damned}(nselect:0)
{people}(nselect:9) 	 	 {dead}(nselect:11)
{dead}(nselect:11) 	 	 {slain}(nselect:0)
{people}(nselect:9) 	 	 {living}(nselect:0)
{people}(nselect:9) 	 	 {deaf}(nselect:0)
{people}(nselect:9) 	 	 {defeated, discomfited}(nselect:0)
{people}(nselect:9) 	 	 {disabled, handicapped}(nselect:0)
{people}(nselect:9) 	 	 {doomed, lost}(nselect:0)
{people}(nselect:9) 	 	 {enemy}(nselect:0)
{people}(nselect:9) 	 	 {episcopacy, episcopate}(nselect:0)
{people}(nselect:9) 	 	 {folk, folks, common people}(nselect:0)
{people}(nselect:9) 	 	 {free, free people}(nselect:0)
{people}(nselect:9) 	 	 {homebound}(nselect:0)
{people}(nselect:9) 	 	 {initiate, enlightened}(nselect:0)
{people}(nselect:9) 	 	 {uninitiate}(nselect:0)
{people}(nselect:9) 	 	 {mentally retarded, retarded, developmentally challenged}(nselect:0)
